2.4,2.4	
2.7,2.4	
3.4,3.1	
10.43,2.5	
10.47,10.42	
10.49,2.4	
11.51,2.5	
11.55,2.4	
11.57,2.4	
12.59,2.5	
12.63,2.4	
13.65,2.4	
13.69,2.4	
13.71,2.4	
13.73,2.4	
14.75,2.4	
14.79,2.4	
14.81,2.4	
14.83,2.4	
15.85,2.4	
15.89,2.4	
15.91,2.4	
17.10,3.1	
21.40,3.1	
27.81,27.81	
30.117,27.81	
34.163,27.81	
37.183,27.81	
39.199,27.81	
42.222,27.81	
47.249,47.249	
47.252,10.42	
47.255,47.249	
48.257,2.4	
48.260,2.4	
48.263,2.4	
49.265,2.4	
49.269,10.42	
49.272,2.4	
49.274,2.4	
49.276,2.4	
50.278,2.5	
50.282,2.4	
50.285,2.4	
50.287,2.4	
51.289,10.42	
51.294,2.4	
51.296,10.42	
51.299,2.4	
51.301,2.4	
51.303,2.4	
52.305,2.4	
52.310,2.4	
52.312,2.4	
52.315,2.4	
52.317,2.4	
52.319,2.4	
53.321,2.4	
53.326,2.4	
53.328,2.4	
53.331,2.4	
53.333,2.4	
53.335,2.4	
54.337,2.4	
54.342,54.342	
54.344,2.4	
54.347,2.4	
54.349,2.4	
54.351,2.4	
55.353,10.42	
55.357,10.42	
55.360,10.42	
55.362,2.4	
55.364,2.4	
56.366,2.5	
56.370,2.4	
56.373,2.4	
56.375,2.4	
57.377,2.4	
57.382,2.4	
57.384,2.4	
57.387,2.4	
57.389,2.4	
57.391,2.4	
58.393,2.4	
58.397,10.42	
58.400,2.4	
58.402,2.4	
58.404,2.4	
59.406,2.5	
59.410,2.4	
59.413,2.4	
59.415,2.4	
60.417,2.4	
60.422,2.4	
60.424,60.424	
60.427,2.4	
60.429,2.4	
60.431,2.4	
61.433,2.4	
61.436,2.4	
61.439,2.4	
62.441,2.4	
62.446,2.4	
62.448,2.4	
62.451,2.4	
62.453,2.4	
62.455,2.4	
63.457,2.4	
63.462,2.4	
63.464,2.4	
63.467,2.4	
64.469,2.4	
64.474,2.4	
64.476,2.4	
64.479,2.4	
65.481,47.249	
65.485,10.42	
65.488,47.249	
65.490,47.249	
66.492,2.5	
66.496,2.4	
66.499,2.4	
67.501,2.4	
67.505,2.4	
67.508,2.4	
67.510,2.4	
68.512,2.5	
68.516,2.4	
68.519,2.4	
69.521,47.249	
69.524,2.4	
70.527,2.4	
70.530,2.4	
71.533,47.249	
71.536,2.4	
72.539,2.4	
72.543,2.4	
72.546,2.4	
73.548,2.4	
73.551,2.4	
74.554,2.4	
74.558,2.4	
74.561,2.4	
75.1,75.1	
77.13,77.13	
79.25,75.1	
81.34,81.33	
81.37,81.33	
82.39,81.33	
82.42,81.33	
83.44,83.44	
83.47,81.33	
83.49,83.43	
84.51,84.51	
84.53,10.42	
84.56,83.45	
84.58,83.45	
85.60,2.5	
85.63,81.33	
85.65,2.4	
86.67,81.33	
86.69,2.4	
86.72,2.4	
86.74,2.4	
87.76,87.76	
87.79,81.33	
88.81,88.81	
88.83,2.4	
88.86,2.4	
90.98,75.1	
94.130,77.13	
99.167,75.1	
101.183,27.81	
103.199,103.199	
104.209,103.199	
106.223,27.81	
108.237,103.199	
111.251,81.33	
111.255,81.33	
111.257,81.33	
112.259,81.33	
112.263,81.33	
112.265,81.33	
113.267,81.33	
113.271,81.33	
113.273,81.33	
114.275,81.33	
114.279,81.33	
114.281,81.33	
115.283,81.33	
115.287,81.33	
115.289,81.33	
116.291,81.33	
116.295,81.33	
116.297,81.33	
117.299,81.33	
117.303,81.33	
117.305,81.33	
118.307,81.33	
118.311,81.33	
118.313,81.33	
119.315,81.33	
119.319,81.33	
120.321,81.33	
120.325,81.33	
121.327,81.33	
121.331,81.33	
122.333,81.33	
122.337,81.33	
123.339,123.339	
123.342,47.249	
123.344,81.33	
123.346,81.33	
123.349,123.339	
124.351,83.43	
124.354,83.45	
124.356,81.33	
124.358,81.33	
124.361,83.43	
125.363,2.4	
125.366,2.4	
125.368,81.33	
125.370,81.33	
125.373,2.4	
126.375,2.4	
126.378,2.4	
126.380,81.33	
126.382,81.33	
126.385,2.4	
127.387,83.43	
127.390,47.249	
127.392,81.33	
127.394,81.33	
127.397,83.43	
128.399,83.43	
128.402,83.45	
128.404,81.33	
128.406,81.33	
128.409,83.43	
129.411,2.4	
129.414,2.4	
129.416,81.33	
129.418,81.33	
129.421,2.4	
130.423,2.4	
130.426,2.4	
130.428,81.33	
130.430,81.33	
130.433,2.4	
131.435,47.249	
131.438,2.4	
131.440,81.33	
131.442,81.33	
131.445,47.249	
132.447,47.249	
132.450,47.249	
132.452,81.33	
132.454,81.33	
132.457,47.249	
133.459,2.4	
133.462,2.4	
133.464,81.33	
133.466,81.33	
133.469,2.4	
134.471,2.4	
134.474,2.4	
134.476,81.33	
134.478,81.33	
134.481,2.4	
135.483,84.51	
135.486,2.4	
135.488,81.33	
135.490,81.33	
135.493,84.51	
136.495,47.249	
136.498,47.249	
136.500,81.33	
136.502,81.33	
136.505,47.249	
137.507,2.4	
137.510,2.4	
137.512,81.33	
137.514,81.33	
137.517,2.4	
138.519,2.4	
138.522,2.4	
138.524,81.33	
138.526,81.33	
138.529,2.4	
139.531,123.339	
139.534,47.249	
139.536,81.33	
139.538,81.33	
140.541,47.249	
140.544,47.249	
140.546,81.33	
140.548,81.33	
141.551,2.4	
141.554,2.4	
141.556,81.33	
141.558,81.33	
142.561,2.4	
142.564,2.4	
142.566,81.33	
142.568,81.33	
143.1,143.1	
147.14,2.5	
148.17,2.4	
148.20,2.4	
150.27,143.1	
157.55,143.1	
159.63,143.1	
162.74,2.5	
162.78,2.4	
163.80,2.5	
163.84,2.4	
164.86,2.5	
164.90,2.4	
165.92,2.5	
165.96,2.4	
166.98,2.5	
166.102,2.4	
167.104,2.5	
167.108,2.4	
171.121,3.1	
173.129,143.1	
174.134,174.133	
175.137,175.137	
175.139,174.133	
175.142,175.137	
176.144,176.144	
176.147,2.4	
177.153,168.109	
181.177,3.1	
183.189,168.109	
185.201,143.1	
187.209,174.133	
187.213,174.133	
188.215,174.133	
188.219,174.133	
189.221,174.133	
189.225,174.133	
190.227,174.133	
190.231,174.133	
191.233,191.233	
191.236,174.133	
191.238,2.4	
191.240,175.137	
192.243,175.137	
192.246,174.133	
192.248,2.4	
192.250,175.137	
193.253,176.143	
193.256,174.133	
193.258,2.4	
193.260,176.143	
194.263,176.143	
194.266,174.133	
194.268,2.4	
194.270,176.143	
200.14,47.249	
200.17,47.249	
201.19,2.5	
202.22,47.249	
202.25,47.249	
203.27,2.5	
204.30,47.249	
205.33,2.4	
205.36,2.4	
206.38,2.5	
215.71,81.33	
216.74,81.33	
216.77,81.33	
217.79,81.33	
218.82,81.33	
219.85,81.33	
219.88,81.33	
220.90,81.33	
221.93,83.44	
221.95,47.249	
222.98,2.4	
222.100,81.33	
222.103,2.4	
223.105,2.5	
223.107,47.249	
224.110,2.4	
224.112,81.33	
224.115,2.4	
225.117,83.44	
225.119,47.249	
226.122,47.249	
226.124,81.33	
226.127,47.249	
227.129,2.5	
227.131,2.4	
228.134,2.4	
228.136,81.33	
228.139,2.4	
229.141,87.76	
229.143,47.249	
230.146,2.5	
230.148,2.4	
2.5,2.5	
3.1,3.1	
10.42,10.42	
10.46,2.4	
10.48,2.4	
11.50,2.4	
11.54,2.4	
11.56,2.4	
12.58,2.4	
12.62,2.4	
12.64,2.4	
13.66,2.5	
13.70,2.4	
13.72,2.4	
13.74,2.4	
14.76,2.5	
14.80,2.4	
14.82,2.4	
14.84,2.4	
15.86,2.5	
15.90,2.4	
16.3,3.1	
18.18,3.1	
25.60,3.1	
28.91,3.1	
32.138,3.1	
35.168,3.1	
37.185,27.81	
41.215,41.215	
45.238,27.81	
47.250,2.5	
47.254,47.249	
47.256,47.249	
48.258,2.5	
48.262,2.4	
48.264,2.4	
49.266,2.5	
49.270,2.4	
49.273,2.4	
49.275,2.4	
50.277,2.4	
50.281,2.4	
50.284,2.4	
50.286,2.4	
50.288,2.4	
51.290,2.5	
51.295,2.4	
51.298,10.42	
51.300,10.42	
51.302,10.42	
51.304,2.4	
52.306,2.5	
52.311,2.4	
52.314,2.4	
52.316,2.4	
52.318,2.4	
52.320,2.4	
53.322,2.5	
53.327,10.42	
53.330,2.4	
53.332,2.4	
53.334,2.4	
53.336,2.4	
54.338,2.5	
54.343,2.4	
54.346,2.4	
54.348,2.4	
54.350,2.4	
54.352,2.4	
55.354,2.5	
55.358,2.4	
55.361,2.4	
55.363,10.42	
56.365,2.4	
56.369,56.369	
56.372,2.4	
56.374,2.4	
56.376,2.4	
57.378,2.5	
57.383,2.4	
57.386,2.4	
57.388,2.4	
57.390,2.4	
57.392,2.4	
58.394,2.5	
58.398,2.4	
58.401,2.4	
58.403,2.4	
59.405,2.4	
59.409,2.4	
59.412,2.4	
59.414,2.4	
59.416,2.4	
60.418,2.5	
60.423,2.4	
60.426,2.4	
60.428,2.4	
60.430,2.4	
60.432,2.4	
61.434,2.5	
61.438,2.4	
61.440,2.4	
62.442,2.5	
62.447,2.4	
62.450,2.4	
62.452,2.4	
62.454,2.4	
62.456,2.4	
63.458,2.5	
63.463,2.4	
63.466,2.4	
63.468,2.4	
64.470,2.5	
64.475,2.4	
64.478,2.4	
64.480,2.4	
65.482,2.5	
65.486,2.4	
65.489,47.249	
66.491,2.4	
66.495,10.42	
66.498,2.4	
66.500,2.4	
67.502,2.5	
67.506,2.4	
67.509,2.4	
68.511,2.4	
68.515,54.342	
68.518,2.4	
68.520,2.4	
69.522,2.5	
69.526,47.249	
70.528,2.5	
70.532,2.4	
71.534,2.5	
71.538,47.249	
72.540,2.5	
72.544,2.4	
72.547,2.4	
73.549,2.5	
73.553,2.4	
74.555,2.5	
74.559,2.4	
74.562,2.4	
75.5,75.1	
77.17,77.13	
81.33,81.33	
81.36,81.33	
81.38,81.33	
82.40,81.33	
83.43,83.43	
83.45,83.45	
83.48,83.43	
83.50,83.43	
84.52,2.5	
84.55,81.33	
84.57,84.51	
85.59,81.33	
85.61,2.4	
85.64,2.4	
85.66,2.4	
86.68,2.5	
86.71,81.33	
86.73,2.4	
87.75,83.43	
87.77,83.45	
87.80,83.43	
88.82,2.5	
88.85,81.33	
89.90,75.1	
93.122,77.13	
97.154,75.1	
100.175,75.1	
102.191,77.13	
104.207,27.81	
105.215,27.81	
107.231,27.81	
110.249,110.249	
111.252,81.33	
111.256,81.33	
111.258,81.33	
112.260,81.33	
112.264,81.33	
112.266,81.33	
113.268,81.33	
113.272,81.33	
113.274,81.33	
114.276,81.33	
114.280,81.33	
114.282,81.33	
115.284,81.33	
115.288,81.33	
115.290,81.33	
116.292,81.33	
116.296,81.33	
116.298,81.33	
117.300,81.33	
117.304,81.33	
117.306,81.33	
118.308,81.33	
118.312,81.33	
118.314,81.33	
119.316,81.33	
119.320,81.33	
120.322,81.33	
120.326,81.33	
121.328,81.33	
121.332,81.33	
122.334,81.33	
122.338,81.33	
123.340,83.44	
123.343,47.249	
123.345,83.43	
123.348,123.339	
123.350,123.339	
124.352,83.44	
124.355,83.45	
124.357,83.43	
124.360,83.43	
124.362,83.43	
125.364,2.5	
125.367,2.4	
125.369,81.33	
125.372,2.4	
125.374,2.4	
126.376,2.5	
126.379,2.4	
126.381,54.342	
126.384,2.4	
126.386,2.4	
127.388,83.44	
127.391,83.45	
127.393,83.43	
127.396,47.249	
127.398,47.249	
128.400,83.44	
128.403,83.45	
128.405,83.43	
128.408,83.43	
128.410,83.43	
129.412,2.5	
129.415,2.4	
129.417,81.33	
129.420,2.4	
129.422,2.4	
130.424,2.5	
130.427,2.4	
130.429,130.429	
130.432,2.4	
130.434,2.4	
131.436,2.5	
131.439,47.249	
131.441,84.51	
131.444,47.249	
131.446,47.249	
132.448,2.5	
132.451,2.4	
132.453,84.51	
132.456,47.249	
132.458,47.249	
133.460,2.5	
133.463,2.4	
133.465,54.342	
133.468,2.4	
133.470,2.4	
134.472,2.5	
134.475,2.4	
134.477,81.33	
134.480,2.4	
134.482,2.4	
135.484,2.5	
135.487,135.487	
135.489,84.51	
135.492,83.45	
135.494,83.45	
136.496,2.5	
136.499,2.4	
136.501,84.51	
136.504,47.249	
136.506,47.249	
137.508,2.5	
137.511,2.4	
137.513,54.342	
137.516,2.4	
137.518,2.4	
138.520,2.5	
138.523,2.4	
138.525,56.369	
138.528,2.4	
138.530,2.4	
139.532,87.76	
139.535,47.249	
139.537,83.43	
139.540,123.339	
140.542,87.76	
140.545,83.45	
140.547,83.43	
140.550,47.249	
141.552,2.5	
141.555,2.4	
141.557,88.81	
141.560,2.4	
142.562,2.5	
142.565,2.4	
142.567,88.81	
142.570,2.4	
147.13,147.13	
147.16,2.4	
148.18,2.5	
149.23,143.1	
156.51,143.1	
158.59,143.1	
162.73,2.4	
162.77,147.13	
163.79,2.4	
163.83,147.13	
164.85,2.4	
164.89,147.13	
165.91,2.4	
165.95,147.13	
166.97,2.4	
166.101,2.4	
167.103,2.4	
167.107,2.4	
168.109,168.109	
172.125,3.1	
174.133,174.133	
174.136,174.133	
175.138,175.138	
175.141,2.4	
176.143,176.143	
176.145,174.133	
176.148,176.143	
180.171,3.1	
182.183,143.1	
184.195,184.195	
186.207,143.1	
187.210,174.133	
187.214,174.133	
188.216,174.133	
188.220,174.133	
189.222,174.133	
189.226,174.133	
190.228,174.133	
190.232,174.133	
191.234,175.138	
191.237,174.133	
191.239,2.4	
191.242,191.233	
192.244,175.138	
192.247,174.133	
192.249,2.4	
192.252,175.137	
193.254,176.144	
193.257,174.133	
193.259,2.4	
193.262,176.143	
194.264,176.144	
194.267,174.133	
194.269,2.4	
194.272,176.143	
200.15,2.5	
201.18,2.4	
201.21,2.4	
202.23,2.5	
203.26,2.4	
203.29,2.4	
204.31,2.5	
205.34,2.5	
206.37,2.4	
215.70,81.33	
215.73,81.33	
216.75,81.33	
217.78,81.33	
218.81,81.33	
218.84,81.33	
219.86,81.33	
220.89,81.33	
221.92,123.339	
221.94,81.33	
221.97,123.339	
222.99,2.5	
222.101,2.4	
223.104,47.249	
223.106,81.33	
223.109,47.249	
224.111,2.5	
224.113,2.4	
225.116,123.339	
225.118,81.33	
225.121,123.339	
226.123,87.76	
226.125,47.249	
227.128,2.4	
227.130,81.33	
227.133,2.4	
228.135,2.5	
228.137,2.4	
229.140,123.339	
229.142,81.33	
230.145,2.4	
230.147,81.33	